,Area_Name,Date,Year,Month,Employment,Unemployment,Unemployment_Rate
4398,Derby Acres CDP,05/01/2020,2020,May,100,0,0.028999999999999998
4399,Desert Hot Springs city,05/01/2020,2020,May,9500,3000,0.239
4400,Desert View Highlands CDP,05/01/2020,2020,May,800,300,0.301
4401,Diablo CDP,05/01/2020,2020,May,100,0,0.0
4402,Diamond Bar city,05/01/2020,2020,May,22400,5200,0.188
4403,Diamond Springs CDP,05/01/2020,2020,May,4400,1000,0.19
4404,Dinuba city,05/01/2020,2020,May,7900,2500,0.23800000000000002
4405,Discovery Bay CDP,05/01/2020,2020,May,6400,900,0.128
4406,Dixon city,05/01/2020,2020,May,7900,1300,0.14400000000000002
4407,Dixon Lane Meadow Creek CDP,05/01/2020,2020,May,980,160,0.139
4408,Dollar Point CDP,05/01/2020,2020,May,500,0,0.087
4409,Dorrington CDP,05/01/2020,2020,May,60,10,0.151
4410,Dos Palos city,05/01/2020,2020,May,1800,300,0.126
4411,Downey city,05/01/2020,2020,May,42100,11000,0.20800000000000002
4412,Duarte city,05/01/2020,2020,May,8000,2600,0.243
4413,Dublin city,05/01/2020,2020,May,26800,3300,0.109
4414,Ducor CDP,05/01/2020,2020,May,200,0,0.16899999999999998
4415,Dunsmuir city,05/01/2020,2020,May,530,50,0.085
4416,Durham CDP,05/01/2020,2020,May,2300,200,0.064
4417,Dustin Acres CDP,05/01/2020,2020,May,200,0,0.084
4418,Earlimart CDP,05/01/2020,2020,May,2900,1000,0.264
4419,East Foothills CDP,05/01/2020,2020,May,3200,200,0.071
4420,East Hemet CDP,05/01/2020,2020,May,6700,2000,0.23399999999999999
4421,East Los Angeles CDP,05/01/2020,2020,May,39600,17600,0.308
4422,East Oakdale CDP,05/01/2020,2020,May,1300,200,0.139
4423,Easton CDP,05/01/2020,2020,May,900,200,0.163
4424,East Orosi CDP,05/01/2020,2020,May,200,200,0.462
4425,East Palo Alto city,05/01/2020,2020,May,12500,1800,0.12300000000000001
4426,East Pasadena CDP,05/01/2020,2020,May,2300,200,0.095
4427,East Porterville CDP,05/01/2020,2020,May,1700,1000,0.374
4428,East Quincy CDP,05/01/2020,2020,May,890,20,0.025
4429,East Richmond Heights CDP,05/01/2020,2020,May,1600,100,0.066
4430,East San Gabriel CDP,05/01/2020,2020,May,5800,600,0.08800000000000001
4431,East Shore CDP,05/01/2020,2020,May,30,150,0.8390000000000001
4432,East Sonora CDP,05/01/2020,2020,May,800,0,0.0
4433,Eastvale City city,05/01/2020,2020,May,27500,4400,0.139
4434,Edwards AFB CDP,05/01/2020,2020,May,300,100,0.204
4435,El Cajon city,05/01/2020,2020,May,37100,9100,0.19699999999999998
4436,El Centro city,05/01/2020,2020,May,14200,4600,0.243
4437,El Cerrito city,05/01/2020,2020,May,11500,1700,0.129
4438,El Cerrito CDP,05/01/2020,2020,May,2000,200,0.10300000000000001
4439,El Dorado Hills CDP,05/01/2020,2020,May,19000,2700,0.12300000000000001
4440,El Granada CDP,05/01/2020,2020,May,3000,400,0.105
4441,Elk Grove CDP,05/01/2020,2020,May,70000,10800,0.133
4442,Elkhorn CDP,05/01/2020,2020,May,500,200,0.239
4443,Elmira CDP,05/01/2020,2020,May,100,0,0.127
4444,El Monte city,05/01/2020,2020,May,37900,11600,0.23399999999999999
4445,El Paso de Robles (Paso Robles) city,05/01/2020,2020,May,13200,2000,0.133
4446,El Rio CDP,05/01/2020,2020,May,2300,700,0.225
4447,El Segundo city,05/01/2020,2020,May,6900,2100,0.237
4448,El Sobrante CDP,05/01/2020,2020,May,6100,1200,0.166
4449,El Verano CDP,05/01/2020,2020,May,1600,100,0.06
4450,Emeryville city,05/01/2020,2020,May,6200,700,0.1
4451,Empire CDP,05/01/2020,2020,May,1300,200,0.113
4452,Encinitas city,05/01/2020,2020,May,27700,3700,0.11800000000000001
4453,Escalon city,05/01/2020,2020,May,3200,300,0.09300000000000001
4454,Escondido city,05/01/2020,2020,May,57600,10200,0.151
4455,Esparto CDP,05/01/2020,2020,May,1600,200,0.102
4456,Eureka city,05/01/2020,2020,May,10900,1500,0.125
4457,Exeter city,05/01/2020,2020,May,3600,800,0.18
4458,Fairfax town,05/01/2020,2020,May,3800,400,0.096
4459,Fairfield city,05/01/2020,2020,May,43900,7300,0.14300000000000002
4460,Fair Oaks CDP,05/01/2020,2020,May,12700,1400,0.099
4461,Fairview CDP,05/01/2020,2020,May,4400,300,0.069
4462,Fallbrook CDP,05/01/2020,2020,May,11800,2000,0.14300000000000002
4463,Fall River Mills CDP,05/01/2020,2020,May,100,0,0.0
4464,Farmersville city,05/01/2020,2020,May,3800,1000,0.215
4465,Farmington CDP,05/01/2020,2020,May,0,0,0.0
4466,Fellows CDP,05/01/2020,2020,May,0,0,0.188
4467,Felton CDP,05/01/2020,2020,May,1800,400,0.193
4468,Ferndale city,05/01/2020,2020,May,500,0,0.049
4469,Fetters Hot Springs Agua Caliente CDP,05/01/2020,2020,May,2100,100,0.06
4470,Fillmore city,05/01/2020,2020,May,6100,800,0.11900000000000001
4471,Firebaugh city,05/01/2020,2020,May,3000,1000,0.24600000000000002
4472,Florence Graham CDP,05/01/2020,2020,May,20000,7200,0.264
4473,Florin CDP,05/01/2020,2020,May,16700,4900,0.228
4474,Folsom city,05/01/2020,2020,May,31800,3800,0.106
4475,Fontana city,05/01/2020,2020,May,82900,13700,0.142
4476,Foothill Farms CDP,05/01/2020,2020,May,12700,2200,0.149
4477,Ford City CDP,05/01/2020,2020,May,1400,400,0.2
4478,Foresthill CDP,05/01/2020,2020,May,600,100,0.113
4479,Forest Meadows CDP,05/01/2020,2020,May,430,110,0.20600000000000002
4480,Forestville CDP,05/01/2020,2020,May,1700,300,0.14800000000000002
4481,Fort Bragg city,05/01/2020,2020,May,2570,390,0.131
4482,Fortuna city,05/01/2020,2020,May,4500,500,0.105
4483,Foster City city,05/01/2020,2020,May,16800,1400,0.076
4484,Fountain Valley city,05/01/2020,2020,May,23100,4400,0.159
4485,Fowler city,05/01/2020,2020,May,2500,300,0.11900000000000001
4486,Frazier Park CDP,05/01/2020,2020,May,900,200,0.19399999999999998
4487,Freedom CDP,05/01/2020,2020,May,1500,400,0.20800000000000002
4488,Fremont city,05/01/2020,2020,May,99500,12000,0.10800000000000001
4489,French Camp CDP,05/01/2020,2020,May,900,200,0.177
4490,Fresno city,05/01/2020,2020,May,199600,35800,0.152
4491,Friant CDP,05/01/2020,2020,May,200,100,0.249
4492,Fullerton city,05/01/2020,2020,May,57300,10900,0.16
4493,Furnace Creek CDP,05/01/2020,2020,May,100,0,0.02
4494,Galt city,05/01/2020,2020,May,9600,1400,0.129
4495,Gardena city,05/01/2020,2020,May,22200,6500,0.226
4496,Garden Acres CDP,05/01/2020,2020,May,3600,1000,0.21899999999999997
4497,Garden Grove city,05/01/2020,2020,May,66400,16600,0.2
4498,Georgetown CDP,05/01/2020,2020,May,900,400,0.293
4499,Gilroy city,05/01/2020,2020,May,25900,4200,0.14
4500,Glendale city,05/01/2020,2020,May,76100,21300,0.21899999999999997
4501,Glendora city,05/01/2020,2020,May,19200,4100,0.175
4502,Glen Ellen CDP,05/01/2020,2020,May,500,0,0.0
4503,Golden Hills CDP,05/01/2020,2020,May,3600,400,0.091
4504,Gold River CDP,05/01/2020,2020,May,2900,500,0.156
4505,Goleta City,05/01/2020,2020,May,14600,1800,0.10800000000000001
4506,Gonzales city,05/01/2020,2020,May,3300,100,0.035
4507,Goshen CDP,05/01/2020,2020,May,1200,300,0.185
4508,Graeagle CDP,05/01/2020,2020,May,140,30,0.149
4509,Grand Terrace city,05/01/2020,2020,May,5400,900,0.141
4510,Granite Bay CDP,05/01/2020,2020,May,8900,1400,0.132
4511,Grass Valley city,05/01/2020,2020,May,4050,870,0.17600000000000002
4512,Graton CDP,05/01/2020,2020,May,600,200,0.23
4513,Greenfield city,05/01/2020,2020,May,6200,1000,0.14300000000000002
4514,Greenhorn CDP,05/01/2020,2020,May,90,30,0.25
4515,Green Valley CDP,05/01/2020,2020,May,700,0,0.0
4516,Greenville CDP,05/01/2020,2020,May,280,130,0.324
4517,Gridley city,05/01/2020,2020,May,2100,400,0.14800000000000002
4518,Grover Beach city,05/01/2020,2020,May,5500,1000,0.159
4519,Guadalupe city,05/01/2020,2020,May,2800,300,0.109
4520,Guerneville CDP,05/01/2020,2020,May,2100,300,0.138
4521,Gustine city,05/01/2020,2020,May,2300,500,0.17
4522,Hacienda Heights CDP,05/01/2020,2020,May,19400,4000,0.17
4523,Half Moon Bay city,05/01/2020,2020,May,6400,600,0.08800000000000001
4524,Hamilton Branch CDP,05/01/2020,2020,May,150,60,0.276
4525,Hamilton City CDP,05/01/2020,2020,May,760,120,0.141
4526,Hanford city,05/01/2020,2020,May,21100,3700,0.15
4527,Hawaiian Gardens city,05/01/2020,2020,May,4700,1300,0.217
4528,Hawthorne city,05/01/2020,2020,May,32800,10400,0.24100000000000002
4529,Hayfork CDP,05/01/2020,2020,May,810,30,0.03
4530,Hayward city,05/01/2020,2020,May,63900,12500,0.16399999999999998
4531,Healdsburg city,05/01/2020,2020,May,5000,700,0.11900000000000001
4532,Heber CDP,05/01/2020,2020,May,1400,500,0.285
4533,Hemet city,05/01/2020,2020,May,24200,5600,0.188
4534,Hercules city,05/01/2020,2020,May,11500,1800,0.138
4535,Hermosa Beach city,05/01/2020,2020,May,9400,1200,0.109
4536,Hesperia city,05/01/2020,2020,May,29500,5400,0.154
4537,Hidden Hills city,05/01/2020,2020,May,500,100,0.175
4538,Hidden Valley Lake CDP,05/01/2020,2020,May,2410,130,0.051
4539,Highgrove CDP,05/01/2020,2020,May,2000,600,0.231
4540,Highland city,05/01/2020,2020,May,20600,3500,0.146
4541,Hillsborough town,05/01/2020,2020,May,4300,600,0.11599999999999999
4542,Hilmar Irwin CDP,05/01/2020,2020,May,2400,100,0.057
4543,Hollister city,05/01/2020,2020,May,16600,3400,0.171
4544,Holtville city,05/01/2020,2020,May,1800,800,0.299
4545,Home Garden CDP,05/01/2020,2020,May,500,100,0.243
4546,Home Gardens CDP,05/01/2020,2020,May,4400,700,0.138
4547,Homeland CDP,05/01/2020,2020,May,2400,500,0.171
4548,Hughson city,05/01/2020,2020,May,2800,400,0.126
4549,Huntington Beach city,05/01/2020,2020,May,88800,15100,0.145
4550,Huntington Park city,05/01/2020,2020,May,19400,4500,0.187
4551,Huron city,05/01/2020,2020,May,2100,600,0.21899999999999997
4552,Hydesville CDP,05/01/2020,2020,May,400,0,0.016
4553,Idyllwild Pine Cove CDP,05/01/2020,2020,May,1100,100,0.099
4554,Imperial city,05/01/2020,2020,May,6000,2000,0.24600000000000002
4555,Imperial Beach city,05/01/2020,2020,May,9800,2400,0.19399999999999998
4556,Independence CDP,05/01/2020,2020,May,180,20,0.08199999999999999
4557,Indian Falls CDP,05/01/2020,2020,May,0,0,0.0
4558,Indian Wells city,05/01/2020,2020,May,1500,200,0.135
4559,Indio city,05/01/2020,2020,May,33600,8100,0.19399999999999998
4560,Industry city,05/01/2020,2020,May,100,0,0.22899999999999998
4561,Inglewood city,05/01/2020,2020,May,38200,12800,0.251
4562,Interlaken CDP,05/01/2020,2020,May,2700,500,0.154
4563,Inverness CDP,05/01/2020,2020,May,400,0,0.046
4564,Inyokern CDP,05/01/2020,2020,May,200,0,0.0
4565,Ione city,05/01/2020,2020,May,1710,290,0.147
4566,Iron Horse CDP,05/01/2020,2020,May,40,0,0.0
4567,Irvine city,05/01/2020,2020,May,120900,16100,0.11800000000000001
4568,Irwindale city,05/01/2020,2020,May,500,200,0.285
4569,Isla Vista CDP,05/01/2020,2020,May,10000,3600,0.264
4570,Isleton city,05/01/2020,2020,May,200,0,0.136
4571,Ivanhoe CDP,05/01/2020,2020,May,1400,300,0.201
4572,Jackson city,05/01/2020,2020,May,1750,260,0.129
4573,Jamestown CDP,05/01/2020,2020,May,960,320,0.252
4574,Johannesburg CDP,05/01/2020,2020,May,0,0,0.0
4575,Johnsville CDP,05/01/2020,2020,May,0,0,0.0
4576,Joshua Tree CDP,05/01/2020,2020,May,2000,500,0.215
4577,Jurupa Valley city,05/01/2020,2020,May,40800,6200,0.132
4578,Keddie CDP,05/01/2020,2020,May,10,20,0.6759999999999999
4579,Keeler CDP,05/01/2020,2020,May,0,0,0.0
4580,Keene CDP,05/01/2020,2020,May,100,0,0.18899999999999997
4581,Kelseyville CDP,05/01/2020,2020,May,1120,130,0.106
4582,Kennedy CDP,05/01/2020,2020,May,1100,400,0.252
4583,Kensington CDP,05/01/2020,2020,May,2400,200,0.08900000000000001
4584,Kerman city,05/01/2020,2020,May,5800,900,0.134
4585,Kernville CDP,05/01/2020,2020,May,400,0,0.0
4586,Kettleman City CDP,05/01/2020,2020,May,500,100,0.22
4587,Keyes CDP,05/01/2020,2020,May,2200,400,0.168
4588,King City city,05/01/2020,2020,May,5000,500,0.096
4589,Kings Beach CDP,05/01/2020,2020,May,1500,100,0.049
4590,Kingsburg city,05/01/2020,2020,May,4900,600,0.11
4591,Kirkwood CDP,05/01/2020,2020,May,60,10,0.113
4592,Klamath CDP,05/01/2020,2020,May,180,50,0.20600000000000002
4593,Knightsen CDP,05/01/2020,2020,May,500,0,0.081
4594,La Canada Flintridge city,05/01/2020,2020,May,7200,800,0.105
4595,La Crescenta Montrose CDP,05/01/2020,2020,May,7400,1400,0.155
4596,Ladera Heights CDP,05/01/2020,2020,May,2500,800,0.245
4597,Lafayette city,05/01/2020,2020,May,10400,1000,0.085
4598,Laguna Beach city,05/01/2020,2020,May,10300,1400,0.121
4599,Laguna Hills city,05/01/2020,2020,May,13900,2000,0.126
4600,Laguna Niguel city,05/01/2020,2020,May,29100,4300,0.129
4601,Laguna Woods city,05/01/2020,2020,May,2600,300,0.10099999999999999
4602,La Habra city,05/01/2020,2020,May,25200,4500,0.15
4603,La Habra Heights city,05/01/2020,2020,May,2000,400,0.175
4604,Lake Almanor Country Club CDP,05/01/2020,2020,May,60,0,0.0
4605,Lake Almanor Peninsula CDP,05/01/2020,2020,May,70,0,0.0
4606,Lake Almanor West CDP,05/01/2020,2020,May,20,10,0.4
4607,Lake Arrowhead CDP,05/01/2020,2020,May,3600,600,0.14800000000000002
4608,Lake Elsinore city,05/01/2020,2020,May,25500,5000,0.163
4609,Lake Forest city,05/01/2020,2020,May,40300,5300,0.11699999999999999
4610,Lake Isabella CDP,05/01/2020,2020,May,900,300,0.24100000000000002
4611,Lakeland Village CDP,05/01/2020,2020,May,4700,1400,0.23
4612,Lake Los Angeles CDP,05/01/2020,2020,May,2600,1300,0.34299999999999997
4613,Lake Nacimiento CDP,05/01/2020,2020,May,1000,100,0.111
4614,Lake of the Pines CDP,05/01/2020,2020,May,1370,350,0.20199999999999999
4615,Lake of the Woods CDP,05/01/2020,2020,May,200,0,0.18
4616,Lakeport city,05/01/2020,2020,May,1920,190,0.08800000000000001
4617,Lakeside CDP,05/01/2020,2020,May,8700,2100,0.193
4618,Lakeview CDP,05/01/2020,2020,May,1000,200,0.17
4619,Lake Wildwood CDP,05/01/2020,2020,May,1410,60,0.038
4620,Lakewood city,05/01/2020,2020,May,31500,8200,0.20600000000000002
4621,La Mesa city,05/01/2020,2020,May,25300,4600,0.155
4622,La Mirada city,05/01/2020,2020,May,17800,4400,0.19899999999999998
4623,Lamont CDP,05/01/2020,2020,May,5400,1100,0.16699999999999998
4624,Lanare CDP,05/01/2020,2020,May,100,0,0.0
4625,Lancaster city,05/01/2020,2020,May,46600,12200,0.207
4626,La Palma city,05/01/2020,2020,May,6300,1100,0.14400000000000002
4627,La Porte CDP,05/01/2020,2020,May,0,0,0.0
4628,La Puente city,05/01/2020,2020,May,13900,3800,0.21600000000000003
4629,La Quinta city,05/01/2020,2020,May,15900,3400,0.179
4630,La Riviera CDP,05/01/2020,2020,May,4900,700,0.125
4631,Larkspur city,05/01/2020,2020,May,5700,500,0.083
4632,Las Flores CDP,05/01/2020,2020,May,2500,100,0.051
4633,Las Lomas CDP,05/01/2020,2020,May,1600,400,0.201
4634,Lathrop city,05/01/2020,2020,May,8100,1200,0.126
4635,Laton CDP,05/01/2020,2020,May,800,200,0.183
4636,La Verne city,05/01/2020,2020,May,11800,2500,0.177
4637,Lawndale city,05/01/2020,2020,May,12200,4000,0.249
4638,Laytonville CDP,05/01/2020,2020,May,350,150,0.295
4639,Lebec CDP,05/01/2020,2020,May,700,300,0.289
4640,Le Grand CDP,05/01/2020,2020,May,700,200,0.21
4641,Lemon Cove CDP,05/01/2020,2020,May,100,0,0.071
4642,Lemon Grove city,05/01/2020,2020,May,10300,2300,0.185
4643,Lemoore city,05/01/2020,2020,May,10400,1800,0.147
4644,Lemoore Station CDP,05/01/2020,2020,May,1300,200,0.121
4645,Lennox CDP,05/01/2020,2020,May,8000,2200,0.215
4646,Lenwood CDP,05/01/2020,2020,May,1500,100,0.04
4647,Lewiston CDP,05/01/2020,2020,May,380,40,0.105
4648,Lincoln city,05/01/2020,2020,May,16100,2400,0.13
4649,Lincoln Village CDP,05/01/2020,2020,May,1800,300,0.151
4650,Linda CDP,05/01/2020,2020,May,5700,1500,0.20600000000000002
4651,Linden CDP,05/01/2020,2020,May,800,100,0.067
4652,Lindsay city,05/01/2020,2020,May,4100,1300,0.245
4653,Little Grass Valley CDP,05/01/2020,2020,May,0,0,0.0
4654,Littlerock CDP,05/01/2020,2020,May,400,300,0.37200000000000005
4655,Live Oak CDP,05/01/2020,2020,May,7200,800,0.10099999999999999
4656,Live Oak city,05/01/2020,2020,May,3200,500,0.142
4657,Livermore city,05/01/2020,2020,May,40000,5400,0.11900000000000001
4658,Livingston city,05/01/2020,2020,May,5700,500,0.086
4659,Lockeford CDP,05/01/2020,2020,May,1300,300,0.18
4660,Lodi city,05/01/2020,2020,May,24600,4200,0.145
4661,Loma Linda city,05/01/2020,2020,May,9300,1000,0.094
4662,Loma Rica CDP,05/01/2020,2020,May,1000,100,0.055
4663,Lomita city,05/01/2020,2020,May,8200,1900,0.18899999999999997
4664,Lompoc city,05/01/2020,2020,May,14300,3200,0.183
4665,London CDP,05/01/2020,2020,May,500,200,0.257
4666,Lone Pine CDP,05/01/2020,2020,May,680,110,0.135
4667,Long Beach city,05/01/2020,2020,May,174700,46500,0.21
4668,Loomis town,05/01/2020,2020,May,2700,500,0.147
4669,Los Alamitos city,05/01/2020,2020,May,4800,900,0.153
4670,Los Alamos CDP,05/01/2020,2020,May,700,100,0.132
4671,Los Altos city,05/01/2020,2020,May,12700,800,0.059000000000000004
4672,Los Angeles city,05/01/2020,2020,May,1517700,404500,0.21
4673,Los Banos city,05/01/2020,2020,May,13600,3900,0.222
4674,Los Gatos town,05/01/2020,2020,May,13800,1300,0.086
4675,Los Molinos CDP,05/01/2020,2020,May,540,80,0.124
4676,Lost Hills CDP,05/01/2020,2020,May,700,100,0.07
4677,Lower Lake CDP,05/01/2020,2020,May,520,90,0.141
4678,Loyalton city,05/01/2020,2020,May,350,50,0.129
4679,Lucerne CDP,05/01/2020,2020,May,1000,100,0.08800000000000001
4680,Lynwood city,05/01/2020,2020,May,20700,5900,0.22
4681,McCloud CDP,05/01/2020,2020,May,290,80,0.214
4682,McFarland city,05/01/2020,2020,May,4400,1300,0.22399999999999998
4683,McKinleyville CDP,05/01/2020,2020,May,6500,600,0.09
4684,McKittrick CDP,05/01/2020,2020,May,0,0,0.0
4685,Madera city,05/01/2020,2020,May,23600,4000,0.146
4686,Madera Acres CDP,05/01/2020,2020,May,4100,500,0.109
4687,Magalia CDP,05/01/2020,2020,May,3900,400,0.099
4688,Malibu city,05/01/2020,2020,May,4900,800,0.138
4689,Mammoth Lakes town,05/01/2020,2020,May,3000,110,0.034
4690,Manhattan Beach city,05/01/2020,2020,May,14700,1900,0.11599999999999999
4691,Manteca city,05/01/2020,2020,May,31400,6100,0.162
4692,Manton CDP,05/01/2020,2020,May,90,10,0.114
4693,March AFB CDP,05/01/2020,2020,May,200,0,0.051
4694,Maricopa city,05/01/2020,2020,May,300,100,0.23600000000000002
4695,Marina city,05/01/2020,2020,May,9900,2300,0.19
4696,Marina del Rey CDP,05/01/2020,2020,May,5200,800,0.135
4697,Mariposa CDP,05/01/2020,2020,May,560,60,0.1
4698,Markleeville CDP,05/01/2020,2020,May,50,0,0.0
4699,Martinez city,05/01/2020,2020,May,17000,2400,0.125
4700,Marysville city,05/01/2020,2020,May,4100,700,0.141
4701,Mayflower Village CDP,05/01/2020,2020,May,2300,400,0.14400000000000002
4702,Maywood city,05/01/2020,2020,May,9100,2000,0.182
4703,Meadow Valley CDP,05/01/2020,2020,May,120,90,0.43799999999999994
4704,Meadow Vista CDP,05/01/2020,2020,May,1500,100,0.083
4705,Mecca CDP,05/01/2020,2020,May,2600,500,0.172
4706,Meiners Oaks CDP,05/01/2020,2020,May,1600,200,0.10099999999999999
4707,Mendocino CDP,05/01/2020,2020,May,440,0,0.0
4708,Mendota city,05/01/2020,2020,May,3700,1800,0.32299999999999995
4709,Menifee City,05/01/2020,2020,May,32800,6800,0.172
4710,Menlo Park city,05/01/2020,2020,May,16700,1000,0.057
4711,Mentone CDP,05/01/2020,2020,May,4400,600,0.12300000000000001
4712,Merced city,05/01/2020,2020,May,28400,5300,0.158
4713,Mesa CDP,05/01/2020,2020,May,130,20,0.135
4714,Mesa Vista CDP,05/01/2020,2020,May,60,50,0.45899999999999996
4715,Mettler CDP,05/01/2020,2020,May,100,0,0.33299999999999996
4716,Middletown CDP,05/01/2020,2020,May,260,60,0.195
4717,Millbrae city,05/01/2020,2020,May,10700,1300,0.109
4718,Mill Valley city,05/01/2020,2020,May,5900,400,0.07
4719,Milpitas city,05/01/2020,2020,May,36800,5400,0.129
4720,Mineral CDP,05/01/2020,2020,May,90,20,0.20600000000000002
4721,Mira Monte CDP,05/01/2020,2020,May,2900,600,0.16
4722,Mission Canyon CDP,05/01/2020,2020,May,1300,100,0.038
4723,Mission Hills CDP,05/01/2020,2020,May,1600,500,0.225
4724,Mission Viejo city,05/01/2020,2020,May,40600,6300,0.134
4725,Mi Wuk Village CDP,05/01/2020,2020,May,310,140,0.312
4726,Modesto city,05/01/2020,2020,May,76400,15600,0.16899999999999998
4727,Mohawk Vista CDP,05/01/2020,2020,May,30,0,0.0
4728,Mojave CDP,05/01/2020,2020,May,1200,700,0.361
4729,Mokelumne Hill CDP,05/01/2020,2020,May,170,70,0.295
4730,Mono Vista CDP,05/01/2020,2020,May,1400,40,0.025
4731,Monrovia city,05/01/2020,2020,May,15400,3400,0.17800000000000002
4732,Montclair city,05/01/2020,2020,May,16100,2700,0.14300000000000002
4733,Montebello city,05/01/2020,2020,May,21100,6100,0.22399999999999998
4734,Montecito CDP,05/01/2020,2020,May,2600,600,0.18600000000000003
4735,Monterey city,05/01/2020,2020,May,12000,2500,0.172
4736,Monterey Park city,05/01/2020,2020,May,21600,7900,0.267
4737,Monte Rio CDP,05/01/2020,2020,May,500,300,0.41
4738,Moorpark city,05/01/2020,2020,May,16300,2400,0.126
4739,Morada CDP,05/01/2020,2020,May,1400,0,0.0
4740,Moraga town,05/01/2020,2020,May,6500,600,0.08900000000000001
4741,Moreno Valley city,05/01/2020,2020,May,78700,14700,0.157
4742,Morgan Hill city,05/01/2020,2020,May,20700,2800,0.12
4743,Morongo Valley CDP,05/01/2020,2020,May,1300,200,0.13
