county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
Placer County,7/23/20,77,40,12,12,
Plumas County,7/23/20,,,,,
Riverside County,7/23/20,330,330,15,15,
Sacramento County,7/23/20,525,492,63,63,
San Benito County,7/23/20,23,23,,,
San Bernardino County,7/23/20,50,37,20,,20
San Diego County,7/23/20,1197,201,44,44,
San Francisco,7/23/20,2468,1881,91,91,
San Joaquin County,7/23/20,73,66,,,
San Luis Obispo County,7/23/20,155,,14,14,
San Mateo County,7/23/20,163,163,,,
Santa Barbara County,7/23/20,133,117,,,
Santa Clara County,7/23/20,674,456,105,81,
Santa Cruz County,7/23/20,149,136,35,,12
Shasta County,7/23/20,97,97,,,
Sierra County,7/23/20,,,,,
Siskiyou County,7/23/20,,,,,
Solano County,7/23/20,216,129,,,
Sonoma County,7/23/20,77,77,24,24,
Stanislaus County,7/23/20,131,108,,,
Sutter County,7/23/20,21,21,,,
Tehama County,7/23/20,,,,,
Trinity County,7/23/20,,,,,
Tulare County,7/23/20,113,71,,,
Tuolumne County,7/23/20,50,34,,,
Ventura County,7/23/20,331,124,,,
Yolo County,7/23/20,167,121,,,
Yuba County,7/23/20,,,,,
Wilton Rancheria Tribe,7/23/20,,,,,
Bishop Paiute Tribal Council,7/23/20,,,,,
Alameda County,7/24/20,693,509,91,91,
Alpine County,7/24/20,,,,,
Amador County,7/24/20,,,,,
Butte County,7/24/20,129,129,,,
Calaveras County,7/24/20,31,19,,,
Colusa County,7/24/20,,,,,
Contra Costa County,7/24/20,566,462,,,
Del Norte County,7/24/20,28,28,,,
El Dorado County,7/24/20,46,38,,,
Fresno County,7/24/20,305,250,28,28,
Glenn County,7/24/20,,,,,
Humboldt County,7/24/20,74,49,15,,
Imperial County,7/24/20,126,121,37,,
Inyo County,7/24/20,,,,,
Kern County,7/24/20,23,23,15,15,
Kings County,7/24/20,44,44,,,
Lake County,7/24/20,,,,,
Lassen County,7/24/20,,,,,
Los Angeles County,7/24/20,4483,3702,651,651,
Madera County ,7/24/20,17,17,,,
Marin County ,7/24/20,177,111,44,,
Mariposa County,7/24/20,44,,,,
Mendocino County,7/24/20,92,48,,,
Merced County,7/24/20,124,35,,,
Modoc County,7/24/20,,,,,
Mono County,7/24/20,,,,,
Monterey County,7/24/20,127,113,108,15,
Napa County ,7/24/20,96,96,18,12,
Nevada County ,7/24/20,70,,,,
Orange County,7/24/20,666,528,78,78,
Placer County,7/24/20,77,40,12,12,
Plumas County,7/24/20,,,,,
Riverside County,7/24/20,329,329,15,15,
Sacramento County,7/24/20,525,503,63,63,
San Benito County,7/24/20,23,23,,,
San Bernardino County,7/24/20,50,37,20,,20
San Diego County,7/24/20,1197,198,44,44,
San Francisco,7/24/20,2468,1888,91,91,
San Joaquin County,7/24/20,73,68,,,
San Luis Obispo County,7/24/20,155,,14,14,
San Mateo County,7/24/20,167,167,,,
Santa Barbara County,7/24/20,133,115,,,
Santa Clara County,7/24/20,674,456,105,81,
Santa Cruz County,7/24/20,149,137,35,,12
Shasta County,7/24/20,97,97,,,
Sierra County,7/24/20,,,,,
Siskiyou County,7/24/20,,,,,
Solano County,7/24/20,216,132,,,
Sonoma County,7/24/20,77,77,24,24,
Stanislaus County,7/24/20,129,105,,,
Sutter County,7/24/20,21,21,,,
Tehama County,7/24/20,,,,,
Trinity County,7/24/20,,,,,
Tulare County,7/24/20,113,71,,,
Tuolumne County,7/24/20,50,34,,,
Ventura County,7/24/20,331,124,,,
Yolo County,7/24/20,167,123,,,
Yuba County,7/24/20,,,,,
Wilton Rancheria Tribe,7/24/20,,,,,
Bishop Paiute Tribal Council,7/24/20,,,,,
Alameda County,7/27/20,693,509,91,91,
Alpine County,7/27/20,,,,,
Amador County,7/27/20,,,,,
Butte County,7/27/20,131,131,,,
Calaveras County,7/27/20,31,19,,,
Colusa County,7/27/20,,,,,
Contra Costa County,7/27/20,566,469,,,
Del Norte County,7/27/20,28,28,,,
El Dorado County,7/27/20,46,38,,,
Fresno County,7/27/20,366,350,28,28,
Glenn County,7/27/20,,,,,
Humboldt County,7/27/20,74,49,15,,
Imperial County,7/27/20,126,121,80,79,
Inyo County,7/27/20,,,,,
Kern County,7/27/20,24,24,15,15,
Kings County,7/27/20,44,44,,,
Lake County,7/27/20,,,,,
Lassen County,7/27/20,,,,,
Los Angeles County,7/27/20,4483,3716,651,651,
Madera County ,7/27/20,17,17,,,
Marin County ,7/27/20,177,111,44,,
Mariposa County,7/27/20,44,,,,
Mendocino County,7/27/20,92,48,,,
Merced County,7/27/20,124,35,,,
Modoc County,7/27/20,,,,,
Mono County,7/27/20,,,,,
Monterey County,7/27/20,126,109,108,15,
Napa County ,7/27/20,96,96,18,12,
Nevada County ,7/27/20,70,,,,
Orange County,7/27/20,666,575,78,78,
Placer County,7/27/20,77,40,12,12,
Plumas County,7/27/20,,,,,
Riverside County,7/27/20,329,329,15,15,
Sacramento County,7/27/20,529,507,63,63,
San Benito County,7/27/20,23,23,,,
San Bernardino County,7/27/20,50,37,20,,20
San Diego County,7/27/20,1197,203,44,44,
San Francisco,7/27/20,2468,1900,91,91,
San Joaquin County,7/27/20,73,67,,,
San Luis Obispo County,7/27/20,155,,14,14,
San Mateo County,7/27/20,166,166,,,
Santa Barbara County,7/27/20,148,117,,,
Santa Clara County,7/27/20,674,456,105,12,
Santa Cruz County,7/27/20,149,136,35,,12
Shasta County,7/27/20,97,97,,,
Sierra County,7/27/20,,,,,
Siskiyou County,7/27/20,,,,,
Solano County,7/27/20,216,132,,,
Sonoma County,7/27/20,77,77,24,24,
Stanislaus County,7/27/20,129,105,,,
Sutter County,7/27/20,21,21,,,
Tehama County,7/27/20,,,,,
Trinity County,7/27/20,,,,,
Tulare County,7/27/20,113,71,,,
Tuolumne County,7/27/20,50,34,,,
Ventura County,7/27/20,331,124,,,
Yolo County,7/27/20,167,123,,,
Yuba County,7/27/20,,,,,
Wilton Rancheria Tribe,7/27/20,,,,,
Bishop Paiute Tribal Council,7/27/20,,,,,
Alameda County,7/28/20,693,499,91,91,
Alpine County,7/28/20,,,,,
Amador County,7/28/20,,,,,
Butte County,7/28/20,131,131,,,
Calaveras County,7/28/20,31,19,,,
Colusa County,7/28/20,,,,,
Contra Costa County,7/28/20,566,475,,,
Del Norte County,7/28/20,28,28,,,
El Dorado County,7/28/20,46,38,,,
Fresno County,7/28/20,366,350,28,28,
Glenn County,7/28/20,,,,,
Humboldt County,7/28/20,74,49,15,,
Imperial County,7/28/20,126,121,80,79,
Inyo County,7/28/20,,,,,
Kern County,7/28/20,24,24,15,15,
Kings County,7/28/20,44,44,,,
Lake County,7/28/20,,,,,
Lassen County,7/28/20,,,,,
Los Angeles County,7/28/20,4482,3722,651,651,
Madera County ,7/28/20,17,17,,,
Marin County ,7/28/20,177,110,44,,
Mariposa County,7/28/20,44,,,,
Mendocino County,7/28/20,92,48,,,
Merced County,7/28/20,124,35,,,
Modoc County,7/28/20,,,,,
Mono County,7/28/20,,,,,
Monterey County,7/28/20,126,106,108,15,
Napa County ,7/28/20,96,96,18,12,
Nevada County ,7/28/20,70,,,,
Orange County,7/28/20,666,575,78,78,
Placer County,7/28/20,77,40,12,12,
Plumas County,7/28/20,,,,,
Riverside County,7/28/20,329,329,15,15,
Sacramento County,7/28/20,525,503,63,63,
San Benito County,7/28/20,23,23,,,
San Bernardino County,7/28/20,50,37,20,,20
San Diego County,7/28/20,1197,189,44,44,
San Francisco,7/28/20,2614,1901,91,91,
San Joaquin County,7/28/20,73,63,,,
San Luis Obispo County,7/28/20,155,,14,14,
San Mateo County,7/28/20,169,169,,,
Santa Barbara County,7/28/20,148,121,,,
Santa Clara County,7/28/20,674,456,105,12,
Santa Cruz County,7/28/20,149,135,35,,12
Shasta County,7/28/20,97,97,,,
Sierra County,7/28/20,,,,,
Siskiyou County,7/28/20,,,,,
Solano County,7/28/20,216,132,,,
Sonoma County,7/28/20,77,77,24,24,
Stanislaus County,7/28/20,127,103,,,
Sutter County,7/28/20,21,21,,,
Tehama County,7/28/20,,,,,
Trinity County,7/28/20,,,,,
Tulare County,7/28/20,113,71,,,
Tuolumne County,7/28/20,50,34,,,
Ventura County,7/28/20,331,124,,,
Yolo County,7/28/20,167,126,,,
Yuba County,7/28/20,,,,,
Wilton Rancheria Tribe,7/28/20,,,,,
Bishop Paiute Tribal Council,7/28/20,,,,,
Alameda County,7/29/20,693,503,91,91,
Alpine County,7/29/20,,,,,
Amador County,7/29/20,,,,,
Butte County,7/29/20,129,129,,,
Calaveras County,7/29/20,31,19,,,
Colusa County,7/29/20,,,,,
Contra Costa County,7/29/20,566,473,,,
Del Norte County,7/29/20,28,28,,,
El Dorado County,7/29/20,46,38,,,
Fresno County,7/29/20,366,350,28,28,
Glenn County,7/29/20,,,,,
Humboldt County,7/29/20,74,49,15,,
Imperial County,7/29/20,126,120,80,79,
Inyo County,7/29/20,,,,,
Kern County,7/29/20,24,24,15,15,
Kings County,7/29/20,44,44,,,
Lake County,7/29/20,,,,,
Lassen County,7/29/20,,,,,
Los Angeles County,7/29/20,4484,3753,651,651,
Madera County ,7/29/20,17,17,,,
Marin County ,7/29/20,177,110,44,,
Mariposa County,7/29/20,44,,,,
Mendocino County,7/29/20,92,48,,,
Merced County,7/29/20,124,35,,,
Modoc County,7/29/20,,,,,
Mono County,7/29/20,,,,,
Monterey County,7/29/20,126,103,108,15,
Napa County ,7/29/20,111,99,18,12,
Nevada County ,7/29/20,70,,,,
Orange County,7/29/20,666,571,78,78,
Placer County,7/29/20,77,40,12,12,
Plumas County,7/29/20,,,,,
Riverside County,7/29/20,329,329,15,15,
Sacramento County,7/29/20,525,503,63,63,
San Benito County,7/29/20,23,23,,,
San Bernardino County,7/29/20,50,37,20,,20
San Diego County,7/29/20,1197,188,44,44,
San Francisco,7/29/20,2614,1899,91,91,
San Joaquin County,7/29/20,73,66,,,
San Luis Obispo County,7/29/20,155,,14,14,
San Mateo County,7/29/20,165,165,,,
Santa Barbara County,7/29/20,148,116,,,
Santa Clara County,7/29/20,674,456,105,12,
Santa Cruz County,7/29/20,149,134,35,,12
Shasta County,7/29/20,97,97,,,
Sierra County,7/29/20,,,,,
Siskiyou County,7/29/20,,,,,
Solano County,7/29/20,216,96,,,
Sonoma County,7/29/20,77,77,24,24,
Stanislaus County,7/29/20,127,103,,,
Sutter County,7/29/20,21,21,,,
Tehama County,7/29/20,,,,,
Trinity County,7/29/20,,,,,
Tulare County,7/29/20,113,71,,,
Tuolumne County,7/29/20,50,34,,,
Ventura County,7/29/20,331,124,,,
Yolo County,7/29/20,167,126,,,
Yuba County,7/29/20,,,,,
Wilton Rancheria Tribe,7/29/20,,,,,
Bishop Paiute Tribal Council,7/29/20,,,,,
Alameda County,7/30/20,693,521,91,91,
Alpine County,7/30/20,,,,,
Amador County,7/30/20,,,,,
Butte County,7/30/20,129,129,,,
Calaveras County,7/30/20,31,19,,,
Colusa County,7/30/20,,,,,
Contra Costa County,7/30/20,566,469,,,
Del Norte County,7/30/20,28,28,,,
El Dorado County,7/30/20,46,38,,,
Fresno County,7/30/20,366,350,28,28,
Glenn County,7/30/20,,,,,
Humboldt County,7/30/20,74,49,15,,
Imperial County,7/30/20,126,120,80,79,
Inyo County,7/30/20,,,,,
Kern County,7/30/20,24,24,15,15,
Kings County,7/30/20,44,44,,,
Lake County,7/30/20,,,,,
Lassen County,7/30/20,,,,,
Los Angeles County,7/30/20,4484,3805,651,651,
Madera County ,7/30/20,17,17,,,
Marin County ,7/30/20,177,108,44,,
Mariposa County,7/30/20,44,,,,
Mendocino County,7/30/20,113,49,,,
Merced County,7/30/20,124,35,,,
Modoc County,7/30/20,,,,,
Mono County,7/30/20,,,,,
Monterey County,7/30/20,127,102,108,15,
Napa County ,7/30/20,111,99,18,12,
Nevada County ,7/30/20,70,,,,
Orange County,7/30/20,666,568,78,78,
Placer County,7/30/20,77,40,12,12,
Plumas County,7/30/20,,,,,
Riverside County,7/30/20,326,326,15,15,
Sacramento County,7/30/20,525,503,63,63,
San Benito County,7/30/20,23,23,,,
San Bernardino County,7/30/20,427,427,20,,20
San Diego County,7/30/20,1197,181,44,44,
San Francisco,7/30/20,2614,1895,91,91,
San Joaquin County,7/30/20,73,66,,,
San Luis Obispo County,7/30/20,155,,14,14,
San Mateo County,7/30/20,166,166,,,
Santa Barbara County,7/30/20,148,115,,,
Santa Clara County,7/30/20,674,456,105,12,
Santa Cruz County,7/30/20,149,136,35,,12
Shasta County,7/30/20,97,97,,,
Sierra County,7/30/20,,,,,
Siskiyou County,7/30/20,,,,,
Solano County,7/30/20,216,113,,,
Sonoma County,7/30/20,77,77,24,24,
Stanislaus County,7/30/20,127,103,,,
Sutter County,7/30/20,21,21,,,
Tehama County,7/30/20,,,,,
Trinity County,7/30/20,,,,,
Tulare County,7/30/20,113,70,,,
Tuolumne County,7/30/20,50,34,,,
Ventura County,7/30/20,331,142,,,
Yolo County,7/30/20,167,126,,,
Yuba County,7/30/20,,,,,
Wilton Rancheria Tribe,7/30/20,,,,,
Bishop Paiute Tribal Council,7/30/20,,,,,
Alameda County,7/31/20,693,521,91,91,
Alpine County,7/31/20,,,,,
Amador County,7/31/20,,,,,
Butte County,7/31/20,129,129,,,
Calaveras County,7/31/20,31,19,,,
Colusa County,7/31/20,,,,,
Contra Costa County,7/31/20,566,469,,,
Del Norte County,7/31/20,28,28,,,
El Dorado County,7/31/20,46,38,,,
Fresno County,7/31/20,366,350,28,28,
Glenn County,7/31/20,,,,,
Humboldt County,7/31/20,74,49,15,,
Imperial County,7/31/20,126,120,80,79,
Inyo County,7/31/20,,,,,
Kern County,7/31/20,22,22,15,15,
Kings County,7/31/20,44,44,,,
Lake County,7/31/20,,,,,
Lassen County,7/31/20,,,,,
Los Angeles County,7/31/20,4484,3822,651,651,
Madera County ,7/31/20,17,17,,,
Marin County ,7/31/20,177,108,44,,
Mariposa County,7/31/20,44,,,,
Mendocino County,7/31/20,120,47,,,
Merced County,7/31/20,124,35,,,
Modoc County,7/31/20,,,,,
Mono County,7/31/20,,,,,
Monterey County,7/31/20,127,102,108,15,
Napa County ,7/31/20,111,99,18,12,
Nevada County ,7/31/20,70,,,,
Orange County,7/31/20,666,569,78,78,
Placer County,7/31/20,77,40,12,12,
Plumas County,7/31/20,,,,,
Riverside County,7/31/20,331,331,15,15,
Sacramento County,7/31/20,525,503,63,63,
San Benito County,7/31/20,23,23,,,
San Bernardino County,7/31/20,427,427,20,,20
San Diego County,7/31/20,1197,182,44,44,
San Francisco,7/31/20,2614,1895,91,91,
San Joaquin County,7/31/20,73,68,,,
San Luis Obispo County,7/31/20,155,,14,14,
San Mateo County,7/31/20,164,164,,,
Santa Barbara County,7/31/20,148,115,,,
Santa Clara County,7/31/20,674,456,105,12,
Santa Cruz County,7/31/20,149,134,35,,12
Shasta County,7/31/20,97,97,,,
Sierra County,7/31/20,,,,,
Siskiyou County,7/31/20,,,,,
Solano County,7/31/20,216,115,,,
Sonoma County,7/31/20,77,77,24,24,
Stanislaus County,7/31/20,130,105,,,
Sutter County,7/31/20,14,14,,,
Tehama County,7/31/20,,,,,
Trinity County,7/31/20,,,,,
Tulare County,7/31/20,113,70,,,
Tuolumne County,7/31/20,50,34,,,
Ventura County,7/31/20,331,147,,,
Yolo County,7/31/20,167,124,,,
Yuba County,7/31/20,,,,,
Wilton Rancheria Tribe,7/31/20,,,,,
Bishop Paiute Tribal Council,7/31/20,,,,,
Alameda County,8/3/20,833,521,91,91,
Alpine County,8/3/20,,,,,
Amador County,8/3/20,,,,,
Butte County,8/3/20,129,129,,,
Calaveras County,8/3/20,31,19,,,
Colusa County,8/3/20,,,,,
Contra Costa County,8/3/20,566,465,,,
Del Norte County,8/3/20,28,28,,,
El Dorado County,8/3/20,46,38,,,
Fresno County,8/3/20,367,353,28,28,
Glenn County,8/3/20,,,,,
Humboldt County,8/3/20,74,49,15,,
Imperial County,8/3/20,126,120,80,79,
Inyo County,8/3/20,,,,,
Kern County,8/3/20,24,22,15,15,
Kings County,8/3/20,44,44,,,
Lake County,8/3/20,,,,,
Lassen County,8/3/20,,,,,
Los Angeles County,8/3/20,4483,3840,651,651,
Madera County ,8/3/20,17,17,,,
Marin County ,8/3/20,182,109,44,,
Mariposa County,8/3/20,44,,,,
Mendocino County,8/3/20,120,47,,,
Merced County,8/3/20,124,35,,,
Modoc County,8/3/20,,,,,
Mono County,8/3/20,,,,,
Monterey County,8/3/20,124,98,108,15,
Napa County ,8/3/20,111,99,18,12,
Nevada County ,8/3/20,70,,,,
Orange County,8/3/20,692,578,78,78,
Placer County,8/3/20,77,40,12,12,
Plumas County,8/3/20,,,,,
Riverside County,8/3/20,337,337,15,15,
Sacramento County,8/3/20,525,503,63,63,
San Benito County,8/3/20,23,23,,,
San Bernardino County,8/3/20,427,427,20,,20
San Diego County,8/3/20,1197,175,44,44,
San Francisco,8/3/20,2614,1876,91,91,
San Joaquin County,8/3/20,73,67,,,
San Luis Obispo County,8/3/20,155,,14,14,
San Mateo County,8/3/20,161,161,,,
Santa Barbara County,8/3/20,148,116,,,
Santa Clara County,8/3/20,674,456,105,12,
Santa Cruz County,8/3/20,149,134,35,,12
Shasta County,8/3/20,97,97,,,
Sierra County,8/3/20,,,,,
Siskiyou County,8/3/20,,,,,
Solano County,8/3/20,216,117,,,
Sonoma County,8/3/20,77,77,24,24,
Stanislaus County,8/3/20,130,106,,,
Sutter County,8/3/20,17,17,,,
Tehama County,8/3/20,,,,,
Trinity County,8/3/20,,,,,
Tulare County,8/3/20,113,70,,,
Tuolumne County,8/3/20,21,21,,,
Ventura County,8/3/20,331,147,,,
Yolo County,8/3/20,167,124,,,
Yuba County,8/3/20,,,,,
Wilton Rancheria Tribe,8/3/20,,,,,
Bishop Paiute Tribal Council,8/3/20,,,,,
Alameda County,8/4/20,833,511,91,91,
Alpine County,8/4/20,,,,,
Amador County,8/4/20,,,,,
Butte County,8/4/20,129,129,,,
Calaveras County,8/4/20,31,19,,,
Colusa County,8/4/20,,,,,
Contra Costa County,8/4/20,566,465,,,
Del Norte County,8/4/20,28,28,,,
El Dorado County,8/4/20,46,38,,,
Fresno County,8/4/20,367,353,28,28,
Glenn County,8/4/20,,,,,
Humboldt County,8/4/20,74,49,15,,
Imperial County,8/4/20,126,121,80,79,
Inyo County,8/4/20,,,,,
Kern County,8/4/20,21,21,15,15,
Kings County,8/4/20,44,44,,,
Lake County,8/4/20,,,,,
Lassen County,8/4/20,,,,,
Los Angeles County,8/4/20,4484,3817,651,651,
Madera County ,8/4/20,17,17,,,
Marin County ,8/4/20,182,108,44,,
Mariposa County,8/4/20,44,,,,
Mendocino County,8/4/20,120,47,,,
Merced County,8/4/20,124,35,,,
Modoc County,8/4/20,,,,,
Mono County,8/4/20,,,,,
Monterey County,8/4/20,124,97,108,15,
Napa County ,8/4/20,111,99,18,12,
Nevada County ,8/4/20,70,,,,
Orange County,8/4/20,692,578,78,78,
Placer County,8/4/20,77,40,12,12,
Plumas County,8/4/20,,,,,
Riverside County,8/4/20,343,343,15,15,
Sacramento County,8/4/20,525,503,63,63,
San Benito County,8/4/20,23,23,,,
San Bernardino County,8/4/20,427,427,20,,20
San Diego County,8/4/20,1197,175,44,44,
San Francisco,8/4/20,2614,1886,91,91,
San Joaquin County,8/4/20,73,65,,,
San Luis Obispo County,8/4/20,155,,14,14,
San Mateo County,8/4/20,161,161,,,
Santa Barbara County,8/4/20,148,114,,,
Santa Clara County,8/4/20,674,456,105,12,
Santa Cruz County,8/4/20,149,132,35,,12
Shasta County,8/4/20,97,97,,,
Sierra County,8/4/20,,,,,
Siskiyou County,8/4/20,,,,,
Solano County,8/4/20,216,116,,,
Sonoma County,8/4/20,77,77,24,24,
Stanislaus County,8/4/20,129,105,,,
Sutter County,8/4/20,17,17,,,
Tehama County,8/4/20,,,,,
Trinity County,8/4/20,,,,,
Tulare County,8/4/20,113,68,,,
Tuolumne County,8/4/20,21,21,,,
Ventura County,8/4/20,331,147,,,
Yolo County,8/4/20,167,125,,,
Yuba County,8/4/20,,,,,
Wilton Rancheria Tribe,8/4/20,,,,,
Bishop Paiute Tribal Council,8/4/20,,,,,
Alameda County,8/5/20,833,511,91,91,
Alpine County,8/5/20,,,,,
Amador County,8/5/20,,,,,
Butte County,8/5/20,129,129,,,
Calaveras County,8/5/20,31,19,,,
Colusa County,8/5/20,,,,,
Contra Costa County,8/5/20,566,467,,,
Del Norte County,8/5/20,28,28,,,
El Dorado County,8/5/20,46,38,,,
Fresno County,8/5/20,367,353,28,28,
Glenn County,8/5/20,,,,,
Humboldt County,8/5/20,74,49,15,,
Imperial County,8/5/20,126,119,80,79,
Inyo County,8/5/20,,,,,
Kern County,8/5/20,21,21,15,15,
Kings County,8/5/20,44,44,,,
Lake County,8/5/20,,,,,
Lassen County,8/5/20,,,,,
Los Angeles County,8/5/20,4484,3818,651,651,
Madera County ,8/5/20,17,17,,,
Marin County ,8/5/20,182,110,44,,
Mariposa County,8/5/20,44,,,,
Mendocino County,8/5/20,120,47,,,
Merced County,8/5/20,124,35,,,
Modoc County,8/5/20,,,,,
Mono County,8/5/20,,,,,
Monterey County,8/5/20,123,93,108,15,
Napa County ,8/5/20,111,99,18,12,
Nevada County ,8/5/20,70,,,,
Orange County,8/5/20,692,585,78,78,
Placer County,8/5/20,77,40,12,12,
Plumas County,8/5/20,,,,,
Riverside County,8/5/20,350,350,15,15,
Sacramento County,8/5/20,525,503,63,63,
San Benito County,8/5/20,23,23,,,
San Bernardino County,8/5/20,427,427,20,,20
San Diego County,8/5/20,1327,168,44,44,
San Francisco,8/5/20,2614,1901,91,91,
San Joaquin County,8/5/20,73,66,,,
San Luis Obispo County,8/5/20,155,,14,14,
San Mateo County,8/5/20,161,161,,,
Santa Barbara County,8/5/20,148,112,,,
Santa Clara County,8/5/20,674,456,105,12,
Santa Cruz County,8/5/20,149,130,35,,12
Shasta County,8/5/20,97,97,,,
Sierra County,8/5/20,,,,,
Siskiyou County,8/5/20,,,,,
Solano County,8/5/20,216,114,,,
Sonoma County,8/5/20,77,77,24,24,
Stanislaus County,8/5/20,129,105,,,
Sutter County,8/5/20,17,17,,,
Tehama County,8/5/20,,,,,
Trinity County,8/5/20,,,,,
Tulare County,8/5/20,113,68,,,
Tuolumne County,8/5/20,21,21,,,
Ventura County,8/5/20,331,147,,,
Yolo County,8/5/20,167,125,,,
Yuba County,8/5/20,,,,,
Wilton Rancheria Tribe,8/5/20,,,,,
Bishop Paiute Tribal Council,8/5/20,,,,,
Alameda County,8/6/20,833,513,91,91,
Alpine County,8/6/20,,,,,
Amador County,8/6/20,,,,,
Butte County,8/6/20,129,129,,,
Calaveras County,8/6/20,29,19,,,
Colusa County,8/6/20,,,,,
Contra Costa County,8/6/20,566,464,,,
Del Norte County,8/6/20,28,28,,,
El Dorado County,8/6/20,46,38,,,
Fresno County,8/6/20,367,353,28,28,
Glenn County,8/6/20,,,,,
Humboldt County,8/6/20,74,49,15,,
Imperial County,8/6/20,126,119,80,79,
Inyo County,8/6/20,,,,,
Kern County,8/6/20,21,21,15,15,
Kings County,8/6/20,44,44,,,
Lake County,8/6/20,,,,,
Lassen County,8/6/20,,,,,
Los Angeles County,8/6/20,4484,3818,651,651,
Madera County ,8/6/20,17,17,,,
Marin County ,8/6/20,182,111,44,,
Mariposa County,8/6/20,44,,,,
Mendocino County,8/6/20,120,47,,,
Merced County,8/6/20,124,35,,,
Modoc County,8/6/20,,,,,
Mono County,8/6/20,,,,,
Monterey County,8/6/20,123,93,108,15,
Napa County ,8/6/20,111,99,18,12,
Nevada County ,8/6/20,70,,,,
Orange County,8/6/20,692,586,78,78,
Placer County,8/6/20,77,40,12,12,
Plumas County,8/6/20,,,,,
Riverside County,8/6/20,350,350,15,15,
